Book_Name,Author_Name,Book_URL,Edition_Type,Price,Star_Rating,Reviews
"SWAMI AND FRIENDS, R.K. Narayan",R.K. Narayan,https://amazon.in/Swami-Friends-R-K-Narayan/dp/8185986002/ref=zg_bs_g_1318158031_sccl_9/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"1,712"
"Naruto, Volume 1",Masashi Kishimoto,https://amazon.in/Naruto-01-Masashi-Kishimoto/dp/1569319006/ref=zg_bs_g_1318158031_sccl_10/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"4,989"
ONE PIECE 103,Eiichiro Oda,https://amazon.in/One-Piece-Vol-103/dp/1974738701/ref=zg_bs_g_1318158031_sccl_11/000-0000000-0000000?psc=1,Paperback,Missing,4.9 out of 5 stars,451
The Immortals of Meluha,Missing,https://amazon.in/Audible-The-Immortals-of-Meluha/dp/B0BKCD5YSY/ref=zg_bs_g_1318158031_sccl_12/000-0000000-0000000?psc=1,Audible Audiobook,Missing,4.6 out of 5 stars,Amish Tripathi
Six of Crows: Crooked Kingdom,Leigh Bardugo,https://amazon.in/Six-Crows-Crooked-Kingdom-Book/dp/1780622317/ref=zg_bs_g_1318158031_sccl_13/000-0000000-0000000?psc=1,Paperback,Missing,4.7 out of 5 stars,"35,357"
When She Unravels: A Dark Mafia Romance (The Fallen Book 1),Gabrielle Sands,https://amazon.in/When-She-Unravels-Romance-Fallen-ebook/dp/B0B75FJH6J/ref=zg_bs_g_1318158031_sccl_14/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.4 out of 5 stars,"6,753"
"Oh no, Captain!",Missing,https://amazon.in/Captain-Capt-Irfan-Sait-Razack/dp/1684667801/ref=zg_bs_g_1318158031_sccl_15/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,Capt. Irfan Sait Razack
Angels And Demons (L): (Robert Langdon Book 1),Dan Brown,https://amazon.in/Angels-Demons-Robert-Langdon-Brown/dp/0552161268/ref=zg_bs_g_1318158031_sccl_16/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"18,820"
Where The Sun Never Sets,Stuti Changle,https://amazon.in/Where-Never-Sets-Signed-author/dp/014345367X/ref=zg_bs_g_1318158031_sccl_17/000-0000000-0000000?psc=1,Paperback,Missing,4.2 out of 5 stars,343
The Gopi Diaries: Finding Love,Missing,https://amazon.in/Gopi-Diaries-Finding-Love/dp/9390351618/ref=zg_bs_g_1318158031_sccl_18/000-0000000-0000000?psc=1,Hardcover,Missing,4.7 out of 5 stars,Sudha Murty
One Piece 01: Romance Dawn: Volume 1 [Paperback] Eiichiro Oda,Eiichiro Oda,https://amazon.in/One-Piece-01-Eiichiro-Oda/dp/1569319014/ref=zg_bs_g_1318158031_sccl_19/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"4,241"
Wildfire: The unmissable new novel from the Sunday Times bestselling author of Icebreaker,Hannah Grace,https://amazon.in/Wildfire-unmissable-Sunday-bestselling-Icebreaker/dp/1398525715/ref=zg_bs_g_1318158031_sccl_20/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,30
"The Hidden Hindu: Science-Fiction meets Indian mythology in a nail biting thriller set in 2020 [Paperback] Gupta, Akshat",Akshat Gupta,https://amazon.in/Hidden-Hindu-Akshat-Gupta/dp/0143455699/ref=zg_bs_g_1318164031_sccl_1/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"2,585"
The Hidden Hindu (Hindi Translation of The Hidden Hindu) Paperback,Akshat Gupta,https://amazon.in/Hidden-Hindu-Hindi-Translation/dp/9355213794/ref=zg_bs_g_1318164031_sccl_2/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"1,299"
Arthashastra,Missing,https://amazon.in/Arthashastra-Kautilya/dp/9354403700/ref=zg_bs_g_1318164031_sccl_3/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,KAUTILYA
"The Hidden Hindu Book 3 [Paperback] Gupta, Akshat",Akshat Gupta,https://amazon.in/Hidden-Hindu-Book-3/dp/0143456555/ref=zg_bs_g_1318164031_sccl_4/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,949
War of Lanka (Ram Chandra Series Book 4),Amish Tripathi,https://amazon.in/War-Lanka-Ram-Chandra-Book/dp/9356291527/ref=zg_bs_g_1318164031_sccl_5/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,"5,634"
The Forty Rules of Love,Elif Shafak,https://amazon.in/Forty-Rules-Love-Elif-Shafak/dp/0241972930/ref=zg_bs_g_1318164031_sccl_6/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"15,166"
The Kalki Trilogy Set of 3 Books Avatar of Vishnu Eye of Brahma Sword of Shiva,Kevin Missal,https://amazon.in/Kalki-Trilogy-Set-Books-Avatar/dp/9354407331/ref=zg_bs_g_1318164031_sccl_7/000-0000000-0000000?psc=1,Paperback,Missing,4.7 out of 5 stars,36
Psychopathology of Everyday Life,Sigmund Freud,https://amazon.in/Psychopathology-Everyday-Life-Sigmund-Freud/dp/9354402208/ref=zg_bs_g_1318164031_sccl_8/000-0000000-0000000?psc=1,Paperback,Missing,4.2 out of 5 stars,845
Lessons in Chemistry,Missing,https://amazon.in/Lessons-Chemistry-Sunday-bestseller-Between/dp/1804990922/ref=zg_bs_g_1318164031_sccl_9/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,Garmus Bonnie
To Kill A Mockingbird: 60th (L),Harper Lee,https://amazon.in/Kill-Mockingbird-Harper-Lee/dp/0099549484/ref=zg_bs_g_1318164031_sccl_10/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"123,487"
Haunting Adeline (Cat and Mouse Duet Book 1),H. D.  Carlton,https://amazon.in/Haunting-Adeline-Mouse-Duet-Book-ebook/dp/B09CLVJJ77/ref=zg_bs_g_1318164031_sccl_11/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.3 out of 5 stars,"59,991"
"Cloud Cuckoo Land: From the prize-winning, international bestselling author of ‘All the Light We Cannot See’ comes a stunning new novel in 2021",Anthony Doerr,https://amazon.in/Cloud-Cuckoo-Land-prize-winning-stunning/dp/0008478651/ref=zg_bs_g_1318164031_sccl_12/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"27,445"
The Song of Achilles,Madeline Miller,https://amazon.in/Achilles-Bloomsbury-Publishing-Private-Limited/dp/938900022X/ref=zg_bs_g_1318164031_sccl_13/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"90,703"
The Great Gatsby - Premium Pap,F. Scott Fitzgerald,https://amazon.in/Great-Gatsby-PREMIUM-PAPERBACK-PENGUIN/dp/0143454218/ref=zg_bs_g_1318164031_sccl_14/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,272
God of Wrath: A Dark Enemies to Lovers Romance (Legacy of Gods Book 3),Rina Kent,https://amazon.in/God-Wrath-Enemies-Lovers-Romance-ebook/dp/B0BDSC5C7P/ref=zg_bs_g_1318164031_sccl_15/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.5 out of 5 stars,"9,763"
Circe,Madeline Miller,https://amazon.in/Circe-International-Bestseller-Shortlisted-Fiction/dp/1526614677/ref=zg_bs_g_1318164031_sccl_16/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"71,811"
The Picture of Dorian Gray Deluxe Hardbound Edition,Oscar Wilde,https://amazon.in/Picture-Dorian-Gray-Deluxe-Hardbound/dp/9354402178/ref=zg_bs_g_1318164031_sccl_17/000-0000000-0000000?psc=1,Hardcover,Missing,4.7 out of 5 stars,534
"Raavan : Enemy of Aryavarta (Ram Chandra Series Book 3) (The Ram Chandra, 3)",Amish Tripathi,https://amazon.in/Raavan-Enemy-Aryavarta-Chandra-Book/dp/9356290970/ref=zg_bs_g_1318164031_sccl_18/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"16,510"
"The Secret of The Nagas (Shiva Trilogy Book 2) (The Shiva Trilogy, 2)",Amish Tripathi,https://amazon.in/Secret-Nagas-Shiva-Trilogy-Book/dp/9356290601/ref=zg_bs_g_1318164031_sccl_19/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"13,926"
LAST QUEEN,Chitra Banerjee Divakaruni,https://amazon.in/LAST-QUEEN-Chitra-Banerjee-Divakaruni/dp/9354894151/ref=zg_bs_g_1318164031_sccl_20/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"2,675"
Pride and Prejudice (AmazonClassics Edition),Jane Austen,https://amazon.in/Pride-Prejudice-AmazonClassics-Jane-Austen-ebook/dp/B071SKHMDL/ref=zg_bs_g_1318164031_sccl_21/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.5 out of 5 stars,"43,703"
"Ram - Scion of Ikshvaku (Ram Chandra Series Book 1) (Ram Chandra, 1)",Amish Tripathi,https://amazon.in/Ram-Scion-Ikshvaku-Chandra-Book/dp/9356290792/ref=zg_bs_g_1318164031_sccl_22/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,"20,628"
"Kafka On The Shore [Paperback] Murakami, Haruki",Haruki Murakami,https://amazon.in/Kafka-Shore-Vintage-Haruki-Murakami/dp/0099458322/ref=zg_bs_g_1318164031_sccl_23/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"17,111"
"Sita : Warrior of Mithila (Ram Chandra Series Book 2) (Ram Chandra, 2)",Amish Tripathi,https://amazon.in/Sita-Warrior-Mithila-Chandra-Book/dp/9356290911/ref=zg_bs_g_1318164031_sccl_24/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"17,519"
Lanka ka Yuddh (War Of Lanka) Ram Chandra Series Book 4,Amish Tripathi,https://amazon.in/Lanka-Yuddh-War-Chandra-Book/dp/9356991596/ref=zg_bs_g_1318164031_sccl_25/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,"5,634"
Wuthering Heights- fingerprint,Emily Brontë,https://amazon.in/Wuthering-Heights-Emily-Bront%C3%AB/dp/8172344899/ref=zg_bs_g_1318164031_sccl_26/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"21,681"
The Hidden Hindu,Missing,https://amazon.in/Audible-The-Hidden-Hindu/dp/B0BZWWGK9K/ref=zg_bs_g_1318164031_sccl_27/000-0000000-0000000?psc=1,Audible Audiobook,Missing,4.4 out of 5 stars,Akshat Gupta
"The Oath of The Vayuputras (Shiva Trilogy Book 3) (Shiva Trilogy, 3)",Amish Tripathi,https://amazon.in/Oath-Vayuputras-Shiva-Trilogy-Book/dp/9356290687/ref=zg_bs_g_1318164031_sccl_28/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"10,483"
Train To Pakistan (PB),Missing,https://amazon.in/Train-Pakistan-Khushwant-Singh/dp/0143065882/ref=zg_bs_g_1318164031_sccl_29/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,Singh Khushwant
The Things We Leave Unfinished : TikTok made me buy it: The most emotional romance of 2023 from the Sunday Times bestselling author of The Fourth Wing,Rebecca Yarros,https://amazon.in/Things-Leave-Unfinished-heart-wrenching-bestselling/dp/1804992321/ref=zg_bs_g_1318164031_sccl_30/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"13,626"
MY GITA,Devdutt Pattanaik,https://amazon.in/My-Gita-Devdutt-Pattanaik/dp/8129137704/ref=zg_bs_g_1318164031_sccl_1/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"4,387"
A SHORT HISTORY OF THE WORLD- (FINGERPRINT),H. G. Wells,https://amazon.in/SHORT-HISTORY-WORLD-FINGERPRINT/dp/8175993197/ref=zg_bs_g_1318164031_sccl_2/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,563
"Ravan Raja Rakshsancha [paperback] Sharad Tandale [Jan 01, 2018] …",Missing,https://amazon.in/Ravan-Raja-Rakshsancha-Sharad-Tandale/dp/819344681X/ref=zg_bs_g_1318164031_sccl_3/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,Sharad Tandale
Velpari ( வீரயுக நாயகன் வேள் பாரி ),Missing,https://amazon.in/Velpari-%E0%AE%B5%E0%AF%80%E0%AE%B0%E0%AE%AF%E0%AF%81%E0%AE%95-%E0%AE%A8%E0%AE%BE%E0%AE%AF%E0%AE%95%E0%AE%A9%E0%AF%8D-%E0%AE%B5%E0%AF%87%E0%AE%B3%E0%AF%8D-%E0%AE%AA%E0%AE%BE%E0%AE%B0%E0%AE%BF/dp/938810417X/ref=zg_bs_g_1318164031_sccl_4/000-0000000-0000000?psc=1,Hardcover,Missing,4.7 out of 5 stars,சு.வெங்கடேசன்
The Taste of Revenge (War of Sins Book 1),Veronica Lancet,https://amazon.in/Taste-Revenge-War-Sins-Book-ebook/dp/B0BZLXDM11/ref=zg_bs_g_1318164031_sccl_5/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.0 out of 5 stars,"1,617"
When She Unravels: A Dark Mafia Romance (The Fallen Book 1),Gabrielle Sands,https://amazon.in/When-She-Unravels-Romance-Fallen-ebook/dp/B0B75FJH6J/ref=zg_bs_g_1318164031_sccl_6/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.4 out of 5 stars,"6,753"
Shivaji: The Great Maratha,Missing,https://amazon.in/Shivaji-Great-Maratha-Ranjit-Desai/dp/9352774396/ref=zg_bs_g_1318164031_sccl_7/000-0000000-0000000?psc=1,Paperback,Missing,4.7 out of 5 stars,Ranjit Desai
Nothing Ventured: The Sunday Times #1 Bestseller (William Warwick Novels),Jeffrey Archer,https://amazon.in/Nothing-Ventured-Jeffrey-Archer/dp/1529014913/ref=zg_bs_g_1318164031_sccl_8/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,"31,029"
Tomb of Sand - WINNER OF THE 2022 INTERNATIONAL BOOKER PRIZE : WINNER OF THE 2022 INTERNATIONAL BOOKER PRIZE,Geetanjali Shree,https://amazon.in/Paperback-Shree-Geetanjali-Rockwell-Daisy/dp/0143448471/ref=zg_bs_g_1318164031_sccl_9/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,"1,217"
The Obstacle is the Way: The Ancient Art of Turning Trials into Triumph,Ryan Holiday,https://amazon.in/Obstacle-Way-Ancient-Turning-Triumph/dp/1781251487/ref=zg_bs_g_1318164031_sccl_10/000-0000000-0000000?psc=1,Hardcover,Missing,4.5 out of 5 stars,"21,019"
"The Armour of Light (The Kingsbridge Novels, 5)",Ken Follett,https://amazon.in/Armour-Light-Kingsbridge-Novels/dp/1035027992/ref=zg_bs_g_1318164031_sccl_11/000-0000000-0000000?psc=1,Paperback,Missing,4.1 out of 5 stars,60
BABEL: Or the Necessity of Violence: An Arcane History of the Oxford Translators’ Revolution: SUNDAY TIMES and #1 NYT bestseller and most anticipated fantasy book of 2022,R.F. Kuang,https://amazon.in/Babel-Necessity-Violence-Translators-Revolution/dp/0008501823/ref=zg_bs_g_1318164031_sccl_12/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,"8,575"
Shriman Yogi (Marathi),Ranjeet Desai,https://amazon.in/Shriman-Yogi-Marathi-Ranjeet-Desai/dp/8177666401/ref=zg_bs_g_1318164031_sccl_13/000-0000000-0000000?psc=1,Paperback,Missing,4.8 out of 5 stars,"3,034"
Thus Spoke Zarathustra,Friedrich Nietzsche,https://amazon.in/Thus-Spoke-Zarathustra-Penguin-Classics/dp/0140441182/ref=zg_bs_g_1318164031_sccl_14/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"2,812"
"Ponniyin Selvan Set of All five Parts (1,2,3,4 & 5) Tamil",Kalki,https://amazon.in/Ponniyin-Selvan-five-Parts-Tamil/dp/B0B8T7F36J/ref=zg_bs_g_1318164031_sccl_15/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,487
Sherlock Holmes - The Complete Novels,Arthur Conan Doyle,https://amazon.in/Sherlock-Holmes-Complete-PREMIUM-PAPERBACK/dp/0143455265/ref=zg_bs_g_1318164031_sccl_16/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,426
The Hidden Hindu,Akshat Gupta,https://amazon.in/Hidden-Hindu-Akshat-Gupta-ebook/dp/B09HHKNKXL/ref=zg_bs_g_1318164031_sccl_17/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.4 out of 5 stars,"2,585"
ALEXANDER THE GREAT,Jacob Abbott,https://amazon.in/Alexander-Great-Jacob-Abbott/dp/8175993146/ref=zg_bs_g_1318164031_sccl_18/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,"1,469"
The Stationery Shop Of Tehran,Marjan Kamali,https://amazon.in/Stationery-Shop-Tehran-Marjan-Kamali/dp/147118501X/ref=zg_bs_g_1318164031_sccl_19/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"7,544"
புயலுக்கும் பூவுக்கும் சுயம்வரமோ...? (Tamil Edition),Missing,https://amazon.in/%E0%AE%AA%E0%AF%81%E0%AE%AF%E0%AE%B2%E0%AF%81%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%AE%E0%AF%8D-%E0%AE%AA%E0%AF%82%E0%AE%B5%E0%AF%81%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%AE%E0%AF%8D-%E0%AE%9A%E0%AF%81%E0%AE%AF%E0%AE%AE%E0%AF%8D%E0%AE%B5%E0%AE%B0%E0%AE%AE%E0%AF%8B-Tamil-%E0%AE%86%E0%AE%A4%E0%AE%BF%E0%AE%B2%E0%AF%8D-ebook/dp/B0CJLSV7QL/ref=zg_bs_g_1318164031_sccl_20/000-0000000-0000000?psc=1,Kindle Edition,Missing,3.8 out of 5 stars,தாரா  ஆதில் 
