Book_Name,Author_Name,Book_URL,Edition_Type,Price,Star_Rating,Reviews
THE CONCISE LAWS OF HUMAN NATURE,Robert Greene,https://amazon.in/CONCISE-LAWS-HUMAN-NATURE/dp/1788161564/ref=zg_bs_g_1318158031_sccl_15/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,958
The Secret Garden,Frances Hodgson Burnett,https://amazon.in/Secret-Garden-Frances-Hodgson-Burnett/dp/9386538997/ref=zg_bs_g_1318158031_sccl_16/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"19,687"
Samsara: Enter The Valley Of The Gods,Saksham Garg,https://amazon.in/Samsara-Valley-Indias-answer-Potter/dp/0143458280/ref=zg_bs_g_1318158031_sccl_17/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,969
Harry Potter and the Prisoner of Azkaban,J.K. Rowling,https://amazon.in/Harry-Potter-Prisoner-Azkaban-Rowling-ebook/dp/B019PIOJZ4/ref=zg_bs_g_1318158031_sccl_18/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.8 out of 5 stars,"70,245"
Haunting Adeline,H D Carlton,https://amazon.in/Haunting-Adeline-H-D-Carlton/dp/1957635002/ref=zg_bs_g_1318158031_sccl_19/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,"59,991"
"Something I Never Told You [Paperback] Bhinder, Shravya",Shravya Bhinder,https://amazon.in/Something-I-Never-Told-You/dp/0143445901/ref=zg_bs_g_1318158031_sccl_20/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"2,801"
Harry Potter and the Goblet of Fire,J.K. Rowling,https://amazon.in/Harry-Potter-Goblet-Fire-Rowling-ebook/dp/B019PIOJWW/ref=zg_bs_g_1318158031_sccl_21/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.8 out of 5 stars,"63,995"
Harry Potter and the Philosopher’s Stone: MinaLima Edition,Missing,https://amazon.in/Harry-Potter-Philosophers-Stone-MinaLima/dp/1526626586/ref=zg_bs_g_1318158031_sccl_22/000-0000000-0000000?psc=1,Hardcover,Missing,4.8 out of 5 stars,J.K. Rowling
Harry Potter and the Deathly Hallows,J.K. Rowling,https://amazon.in/Harry-Potter-Deathly-Hallows-Rowling-ebook/dp/B019PIOJVI/ref=zg_bs_g_1318158031_sccl_23/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.8 out of 5 stars,"84,235"
Harry Potter and the Order of the Phoenix,J.K. Rowling,https://amazon.in/Harry-Potter-Order-Phoenix-Rowling-ebook/dp/B019PIOJV8/ref=zg_bs_g_1318158031_sccl_24/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.7 out of 5 stars,"63,610"
"Raavan : Enemy of Aryavarta (Ram Chandra Series Book 3) (The Ram Chandra, 3)",Amish Tripathi,https://amazon.in/Raavan-Enemy-Aryavarta-Chandra-Book/dp/9356290970/ref=zg_bs_g_1318158031_sccl_25/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"16,510"
"The Secret of The Nagas (Shiva Trilogy Book 2) (The Shiva Trilogy, 2)",Amish Tripathi,https://amazon.in/Secret-Nagas-Shiva-Trilogy-Book/dp/9356290601/ref=zg_bs_g_1318158031_sccl_26/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"13,926"
Harry Potter and the Half-Blood Prince,J.K. Rowling,https://amazon.in/Harry-Potter-Half-Blood-Prince-Rowling-ebook/dp/B019PIOJZE/ref=zg_bs_g_1318158031_sccl_27/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.8 out of 5 stars,"68,121"
"Ram - Scion of Ikshvaku (Ram Chandra Series Book 1) (Ram Chandra, 1)",Amish Tripathi,https://amazon.in/Ram-Scion-Ikshvaku-Chandra-Book/dp/9356290792/ref=zg_bs_g_1318158031_sccl_28/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,"20,628"
"Sita : Warrior of Mithila (Ram Chandra Series Book 2) (Ram Chandra, 2)",Amish Tripathi,https://amazon.in/Sita-Warrior-Mithila-Chandra-Book/dp/9356290911/ref=zg_bs_g_1318158031_sccl_29/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"17,519"
Lanka ka Yuddh (War Of Lanka) Ram Chandra Series Book 4,Amish Tripathi,https://amazon.in/Lanka-Yuddh-War-Chandra-Book/dp/9356991596/ref=zg_bs_g_1318158031_sccl_30/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,"5,634"
The Hidden Hindu,Missing,https://amazon.in/Audible-The-Hidden-Hindu/dp/B0BZWWGK9K/ref=zg_bs_g_1318158031_sccl_1/000-0000000-0000000?psc=1,Audible Audiobook,Missing,4.4 out of 5 stars,Akshat Gupta
"The Oath of The Vayuputras (Shiva Trilogy Book 3) (Shiva Trilogy, 3)",Amish Tripathi,https://amazon.in/Oath-Vayuputras-Shiva-Trilogy-Book/dp/9356290687/ref=zg_bs_g_1318158031_sccl_2/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"10,483"
"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1",Koyoharu Gotouge,https://amazon.in/DEMON-SLAYER-KIMETSU-YAIBA-VOL/dp/1974700526/ref=zg_bs_g_1318158031_sccl_3/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"14,257"
Harry Potter and the Chamber of Secrets: MinaLima Edition,Missing,https://amazon.in/Harry-Potter-Chamber-Secrets-MinaLima/dp/152663788X/ref=zg_bs_g_1318158031_sccl_4/000-0000000-0000000?psc=1,Hardcover,Missing,4.9 out of 5 stars,J.K. Rowling
THE KOALA WHO COULD BOARD BOOK,Rachel Bright,https://amazon.in/KOALA-WHO-COULD-BOARD-BOOK/dp/140835148X/ref=zg_bs_g_1318158031_sccl_5/000-0000000-0000000?psc=1,Board book,Missing,4.7 out of 5 stars,"6,384"
Bipin: The Man Behind the Uniform [Hardcover] Rachna Bisht Rawat,Rachna Bisht Rawat,https://amazon.in/Bipin-Uniform-Rachna-Bisht-Rawat/dp/0670097195/ref=zg_bs_g_1318158031_sccl_6/000-0000000-0000000?psc=1,Hardcover,Missing,4.7 out of 5 stars,152
The Things We Leave Unfinished : TikTok made me buy it: The most emotional romance of 2023 from the Sunday Times bestselling author of The Fourth Wing,Rebecca Yarros,https://amazon.in/Things-Leave-Unfinished-heart-wrenching-bestselling/dp/1804992321/ref=zg_bs_g_1318158031_sccl_7/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"13,626"
DORK DIARIES : I LOVE PARIS!,Missing,https://amazon.in/Dork-Diaries-I-Love-Paris/dp/1471196860/ref=zg_bs_g_1318158031_sccl_8/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,RACHEL RENEE RUSSELL
"SWAMI AND FRIENDS, R.K. Narayan",R.K. Narayan,https://amazon.in/Swami-Friends-R-K-Narayan/dp/8185986002/ref=zg_bs_g_1318158031_sccl_9/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"1,712"
"Naruto, Volume 1",Masashi Kishimoto,https://amazon.in/Naruto-01-Masashi-Kishimoto/dp/1569319006/ref=zg_bs_g_1318158031_sccl_10/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"4,989"
ONE PIECE 103,Eiichiro Oda,https://amazon.in/One-Piece-Vol-103/dp/1974738701/ref=zg_bs_g_1318158031_sccl_11/000-0000000-0000000?psc=1,Paperback,Missing,4.9 out of 5 stars,451
The Immortals of Meluha,Missing,https://amazon.in/Audible-The-Immortals-of-Meluha/dp/B0BKCD5YSY/ref=zg_bs_g_1318158031_sccl_12/000-0000000-0000000?psc=1,Audible Audiobook,Missing,4.6 out of 5 stars,Amish Tripathi
Six of Crows: Crooked Kingdom,Leigh Bardugo,https://amazon.in/Six-Crows-Crooked-Kingdom-Book/dp/1780622317/ref=zg_bs_g_1318158031_sccl_13/000-0000000-0000000?psc=1,Paperback,Missing,4.7 out of 5 stars,"35,357"
When She Unravels: A Dark Mafia Romance (The Fallen Book 1),Gabrielle Sands,https://amazon.in/When-She-Unravels-Romance-Fallen-ebook/dp/B0B75FJH6J/ref=zg_bs_g_1318158031_sccl_14/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.4 out of 5 stars,"6,753"
"Oh no, Captain!",Missing,https://amazon.in/Captain-Capt-Irfan-Sait-Razack/dp/1684667801/ref=zg_bs_g_1318158031_sccl_15/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,Capt. Irfan Sait Razack
Angels And Demons (L): (Robert Langdon Book 1),Dan Brown,https://amazon.in/Angels-Demons-Robert-Langdon-Brown/dp/0552161268/ref=zg_bs_g_1318158031_sccl_16/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"18,820"
Where The Sun Never Sets,Stuti Changle,https://amazon.in/Where-Never-Sets-Signed-author/dp/014345367X/ref=zg_bs_g_1318158031_sccl_17/000-0000000-0000000?psc=1,Paperback,Missing,4.2 out of 5 stars,343
The Gopi Diaries: Finding Love,Missing,https://amazon.in/Gopi-Diaries-Finding-Love/dp/9390351618/ref=zg_bs_g_1318158031_sccl_18/000-0000000-0000000?psc=1,Hardcover,Missing,4.7 out of 5 stars,Sudha Murty
One Piece 01: Romance Dawn: Volume 1 [Paperback] Eiichiro Oda,Eiichiro Oda,https://amazon.in/One-Piece-01-Eiichiro-Oda/dp/1569319014/ref=zg_bs_g_1318158031_sccl_19/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"4,241"
Wildfire: The unmissable new novel from the Sunday Times bestselling author of Icebreaker,Hannah Grace,https://amazon.in/Wildfire-unmissable-Sunday-bestselling-Icebreaker/dp/1398525715/ref=zg_bs_g_1318158031_sccl_20/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,30
The Complete Novel of Sherlock Holmes,Arthur Conan Doyle,https://amazon.in/Complete-Novels-Sherlock-Holmes/dp/8175994312/ref=zg_bs_g_1318052031_sccl_1/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"19,602"
Colouring Book of Shapes: Creative Crayons Series - Crayon Copy Colour Books,Wonder House Books,https://amazon.in/Creative-Crayons-Shapes-Crayon-Colour/dp/9387779750/ref=zg_bs_g_1318052031_sccl_2/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,"1,817"
THE ARTIST'S WAY,Julia Cameron,https://amazon.in/ARTISTS-WAY-Julia-Cameron/dp/1788164296/ref=zg_bs_g_1318052031_sccl_3/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"10,250"
Beyond the Story: 10-Year Record of BTS,Missing,https://amazon.in/Beyond-Story-10-Year-Record-BTS/dp/103503154X/ref=zg_bs_g_1318052031_sccl_4/000-0000000-0000000?psc=1,Hardcover,Missing,4.8 out of 5 stars,BTS and Myeongseok Kang
"Nature, Garden and Forest: Colouring Books for Adults with Tear Out Sheets (Adult Colouring Book)",Wonder House Books,https://amazon.in/Nature-Garden-Forest-Colouring-Adults/dp/938653858X/ref=zg_bs_g_1318052031_sccl_5/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"2,290"
Black Holes (L) : The Reith Lectures,Stephen Hawking,https://amazon.in/Black-Holes-Lectures-Stephen-Hawking/dp/085750357X/ref=zg_bs_g_1318052031_sccl_6/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"7,492"
Motivation- Colouring Book for Adults,Dreamland Publications,https://amazon.in/Motivation-Adult-Colouring-Peace-Relaxation/dp/9387177033/ref=zg_bs_g_1318052031_sccl_7/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"2,677"
Majestic Animals,Wonder House Books,https://amazon.in/Majestic-Animals-Colouring-Adults-Sheets/dp/9386538598/ref=zg_bs_g_1318052031_sccl_8/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"1,512"
Greatest Works of Jane Austen (Set of 5 Books),Jane Austen,https://amazon.in/Greatest-Works-Jane-Austen-Books/dp/9388810511/ref=zg_bs_g_1318052031_sccl_9/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"2,859"
Hooked : How to Build Habit-Forming Prod,Nir Eyal,https://amazon.in/Hooked-How-Build-Habit-Forming-Products/dp/0241184835/ref=zg_bs_g_1318052031_sccl_10/000-0000000-0000000?psc=1,Hardcover,Missing,4.6 out of 5 stars,"7,325"
Chidambara Ninaivugal: சிதம்பர நினைவுகள் தமிழில் - கே.வி. ஷைலஜா (Tamil Edition),Missing,https://amazon.in/Chidambara-Ninaivugal-%E0%AE%9A%E0%AE%BF%E0%AE%A4%E0%AE%AE%E0%AF%8D%E0%AE%AA%E0%AE%B0-%E0%AE%A8%E0%AE%BF%E0%AE%A9%E0%AF%88%E0%AE%B5%E0%AF%81%E0%AE%95%E0%AE%B3%E0%AF%8D-%E0%AE%A4%E0%AE%AE%E0%AE%BF%E0%AE%B4%E0%AE%BF%E0%AE%B2%E0%AF%8D-ebook/dp/B07GC4DZ2T/ref=zg_bs_g_1318052031_sccl_11/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.5 out of 5 stars,Balachandran Chullikkad
Happiness Mandala Colouring Book for Adults and Young Adults with Tear out sheets Book 1,Missing,https://amazon.in/Happiness-Mandala-Colouring-Adults-Young/dp/9391094023/ref=zg_bs_g_1318052031_sccl_12/000-0000000-0000000?psc=1,Paperback,Missing,4.9 out of 5 stars,Kukudoo Learning
Cityscape- Colouring Book for Adults (Adult Coloring Activity Book),Missing,https://amazon.in/Cityscape-Adult-Colouring-Peace-Relaxation/dp/9386671964/ref=zg_bs_g_1318052031_sccl_13/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,Dreamland Publications
Greenlights: Raucous stories and outlaw wisdom from the Academy Award-winning actor,Matthew McConaughey,https://amazon.in/Greenlights-Raucous-stories-Academy-Award-winning/dp/1472280873/ref=zg_bs_g_1318052031_sccl_14/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"30,731"
Harry Potter and the Cursed Child - Parts One and Two: The Official Playscript of the Original West End Production,J.K. Rowling,https://amazon.in/Harry-Potter-Cursed-Child-Playscript-ebook/dp/B073P9348D/ref=zg_bs_g_1318052031_sccl_15/000-0000000-0000000?psc=1,Kindle Edition with Audio/Video,Missing,4.4 out of 5 stars,"85,463"
I CAME UPON A LIGHTHOUSE: A Short Memoir of Life with Ratan Tata,Shantanu Naidu,https://amazon.in/CAME-UPON-LIGHTHOUSE-Short-Memoir/dp/935489741X/ref=zg_bs_g_1318052031_sccl_16/000-0000000-0000000?psc=1,Paperback,Missing,4.7 out of 5 stars,"2,008"
Patterns - Creative Doodle Colouring Book for Beginners and Adults,Dreamland Publications,https://amazon.in/Creative-Doodle-Colouring-Dreamland-Publications/dp/9350897946/ref=zg_bs_g_1318052031_sccl_17/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"2,698"
ENGLISH LITERATURE,William J. Long,https://amazon.in/ENGLISH-LITERATURE-William-J-Long/dp/812913540X/ref=zg_bs_g_1318052031_sccl_18/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,758
"Figure Study Made Easy [paperback] Chari, Aditya [Dec 01, 2008]…",Missing,https://amazon.in/Figure-Study-Made-Aditya-Chari/dp/8190089099/ref=zg_bs_g_1318052031_sccl_19/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,Aditya Chari
Raj Kapoor,Rahul Rawail,https://amazon.in/Raj-Kapoor-Master-at-Work/dp/9388630165/ref=zg_bs_g_1318052031_sccl_20/000-0000000-0000000?psc=1,Hardcover,Missing,4.4 out of 5 stars,119
"Portrait Techniques Made Easy [paperback] Chari, Aditya [Dec 01, 2001]…",Missing,https://amazon.in/Portrait-Techniques-Made-Aditya-Chari/dp/8190089048/ref=zg_bs_g_1318052031_sccl_21/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,Aditya Chari
"The Silent Patient: The record-breaking, multimillion copy Sunday Times bestselling thriller and TikTok sensation",Alex Michaelides,https://amazon.in/Silent-Patient-most-anticipated-thriller-ebook/dp/B07G17DR4X/ref=zg_bs_g_1318052031_sccl_22/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.5 out of 5 stars,"267,952"
"Set of 4 Mini Adult Colouring Pads including Patterns, Mandala, Doodles & Animals",Missing,https://amazon.in/Colouring-including-Patterns-Mandala-Doodles/dp/813191948X/ref=zg_bs_g_1318052031_sccl_23/000-0000000-0000000?psc=1,Product Bundle,Missing,4.3 out of 5 stars,Team Pegasus
Desperately Seeking Shah Rukh : India's Lonely Young Women and the Search for Intimacy and Independence,Shrayana Bhattacharya,https://amazon.in/Desperately-Seeking-Shah-Rukh-Independence/dp/9356292140/ref=zg_bs_g_1318052031_sccl_24/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,489
Grade Examination Drawing Made Easy,Missing,https://amazon.in/Grade-Examination-Drawing-Made-Easy/dp/8124312508/ref=zg_bs_g_1318052031_sccl_25/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,Subodh Narvekar
Autocar India September 2023,Missing,https://amazon.in/Autocar-India-Haymarket-SAC-Publishing/dp/B08RZ6THTS/ref=zg_bs_g_1318052031_sccl_26/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,Haymarket SAC Publishing
Zen Sangam Mandala Young Adults Colouring Book : Experts (Level 5),Missing,https://amazon.in/Sangam-Mandala-Young-Adults-Colouring/dp/B07VHS6FRC/ref=zg_bs_g_1318052031_sccl_27/000-0000000-0000000?psc=1,Spiral-bound,Missing,4.4 out of 5 stars,"1,498"
Fashion- Colouring Book for Adults,Missing,https://amazon.in/Fashion-Adult-Colouring-Peace-Relaxation/dp/9386671999/ref=zg_bs_g_1318052031_sccl_28/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,Dreamland Publications
Extreme Copy Colours For Adults - Mandala,Missing,https://amazon.in/Extreme-Copy-Colour-Dreamland-Publications/dp/9350897903/ref=zg_bs_g_1318052031_sccl_29/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,Dreamland Publications
Govt.Pharmacist Exam previous year Questions MCQ Book,Missing,https://amazon.in/Govt-Pharmacist-Exam-previous-year-Questions/dp/B07RG95S6C/ref=zg_bs_g_1318052031_sccl_30/000-0000000-0000000?psc=1,Unknown Binding,Missing,4.0 out of 5 stars,P.V.THORAT
Creative Confidence: Unleashing the Creative Potential Within Us All,Missing,https://amazon.in/Creative-Confidence-Unleashing-Potential-Within/dp/0007592515/ref=zg_bs_g_1318052031_sccl_1/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,Tom
Design As Art Bruno Munari,Bruno Munari,https://amazon.in/Design-Art-Penguin-Modern-Classics/dp/0141035811/ref=zg_bs_g_1318052031_sccl_2/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"1,021"
"The Complete MAUS [Paperback] Spiegelman, Art",Art Spiegelman,https://amazon.in/Complete-MAUS-Art-Spiegelman/dp/0141014083/ref=zg_bs_g_1318052031_sccl_3/000-0000000-0000000?psc=1,Paperback,Missing,4.8 out of 5 stars,"10,595"
"Palestine [Paperback] Sacco, Joe",Joe Sacco,https://amazon.in/Palestine-Joe-Sacco/dp/0224069829/ref=zg_bs_g_1318052031_sccl_4/000-0000000-0000000?psc=1,Paperback,Missing,4.7 out of 5 stars,543
LPMC : Create Dangerously (Penguin Modern),Missing,https://amazon.in/Create-Dangerously-Penguin-Modern-Albert/dp/024133912X/ref=zg_bs_g_1318052031_sccl_5/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,Albert Camus
The People of the Indus,Missing,https://amazon.in/People-Indus-Jonathan-Mark-Kenoyer/dp/014345532X/ref=zg_bs_g_1318052031_sccl_6/000-0000000-0000000?psc=1,Hardcover,Missing,4.4 out of 5 stars,Nikhil Gulati
The Black Island (Tintin),Herge,https://amazon.in/Black-Island-Tintin-Herge/dp/1405206187/ref=zg_bs_g_1318052031_sccl_7/000-0000000-0000000?psc=1,Paperback,Missing,4.7 out of 5 stars,"1,376"
